name,url,price_text,review_score_text,recommended_unit_text
Casa Delfino Hotel & Spa,https://www.booking.com/hotel/gr/casa-delfino-old-harbour.en-gb.html,€ 270,Scored 9.5 9.5 Exceptional 378 reviews,Classic Room Beds: 1 double or 2 singles Breakfast included Only 1 room left at this price on our site
Christi Apartments,https://www.booking.com/hotel/gr/christi-apartments.en-gb.html,€ 62,Scored 9.3 9.3 Superb 170 reviews,Studio (2 Adults) Entire studio • 1 bathroom • 1 kitchen • 25 m² Multiple bed types Only 1 left at this price on our site
Porto Chania,https://www.booking.com/hotel/gr/portochania.en-gb.html,€ 54,Scored 9.0 9.0 Superb 478 reviews,Small Single Room 1 single bed Free cancellation Only 1 room left at this price on our site
The Tanneries Hotel & Spa - a Member of Design Hotels,https://www.booking.com/hotel/gr/the-tanneries-amp-spa.en-gb.html,€ 324,Scored 9.5 9.5 Exceptional 576 reviews,"Junior Suite Sea Front Private suite • 1 bedroom • 1 living room • 1 bathroom • 35 m² 2 beds (1 extra-large double, 1 sofa bed) Breakfast included Only 7 left at this price on our site"
Tina Hotel,https://www.booking.com/hotel/gr/tina.en-gb.html,€ 46,Scored 8.0 8.0 Very good 475 reviews,Single Room 1 single bed Free cancellation Only 4 rooms left at this price on our site
Artemis Hotel-MeRaki Restaurant,https://www.booking.com/hotel/gr/artemis-meraki-restaurant.en-gb.html,€ 47,Scored 7.9 7.9 Good 128 reviews,"Deluxe Triple Room with Sea View 2 beds (1 single, 1 double) Only 3 rooms left at this price on our site"
Casa della Favola Boutique Hotel,https://www.booking.com/hotel/gr/casa-della-favola.en-gb.html,€ 82,Scored 9.2 9.2 Superb 94 reviews,Junior Suite with Terrace Private suite • 1 bedroom • 1 living room • 1 bathroom • 35 m² 2 single beds Only 3 left at this price on our site
Kydonia Rooms,https://www.booking.com/hotel/gr/kydonia-rooms.en-gb.html,€ 42,Scored 5.9 5.9 Review score 236 reviews,Double or Twin Room Beds: 1 double or 2 singles Only 4 rooms left at this price on our site
Hotel Alkyon,https://www.booking.com/hotel/gr/alkyon-khora-sfakion.en-gb.html,€ 44,Scored 7.4 7.4 Good 703 reviews,Single Room with Balcony 1 single bed Free cancellation Only 2 rooms left at this price on our site
Ifigenia by Captain Michalis,https://www.booking.com/hotel/gr/ifigenia-captain-michalis.en-gb.html,€ 60,Scored 8.6 8.6 Fabulous 179 reviews,"Deluxe One-Bedroom Apartment with City View Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 48 m² 2 beds (1 sofa bed, 1 large double) Breakfast included Only 1 left at this price on our site"
Sirios Village Hotel & Bungalows - All Inclusive,https://www.booking.com/hotel/gr/sirios-village.en-gb.html,€ 131,Scored 8.9 8.9 Fabulous 105 reviews,Double or Twin Superior All-inclusive Free cancellation
Elafonisi Rooms For Rent,https://www.booking.com/hotel/gr/elafonisi-rooms-for-rent.en-gb.html,€ 43,Scored 8.5 8.5 Very good 792 reviews,Double Room with Balcony 2 single beds Only 2 rooms left at this price on our site
Eleni Apartments,https://www.booking.com/hotel/gr/eleni-apartments-chania.en-gb.html,€ 52,Scored 8.8 8.8 Fabulous 266 reviews,Apartment with Balcony Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 35 m² 2 large double beds Only 2 left at this price on our site
Lucia Hotel,https://www.booking.com/hotel/gr/lucia.en-gb.html,€ 71,"Scored 8.3 8.3 Very good 1,714 reviews",Economy Double or Twin Room Beds: 1 double or 2 singles Free cancellation No prepayment needed – pay at the property Only 6 rooms left at this price on our site
EdgeWater Beach Hotel,https://www.booking.com/hotel/gr/edgewater-beach-khania.en-gb.html,€ 105,Scored 9.3 9.3 Superb 89 reviews,Double Room with Mountain View 1 large double bed Only 6 rooms left at this price on our site
MYLOS (6),https://www.booking.com/hotel/gr/mylos-6.en-gb.html,€ 43,Scored 7.7 7.7 Good 25 reviews,One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 25 m² 1 double bed
Hotel Christina,https://www.booking.com/hotel/gr/christina-chania.en-gb.html,€ 137,Scored 9.1 9.1 Superb 494 reviews,"Studio with Balcony Entire studio • 1 bathroom • 26 m² 3 beds (2 singles, 1 sofa bed) Breakfast included Free cancellation No prepayment needed – pay at the property Only 7 left at this price on our site"
Candia Hotel,https://www.booking.com/hotel/gr/candia-chania-town1.en-gb.html,€ 52,Scored 9.0 9.0 Superb 502 reviews,Budget Double Room 1 double bed No prepayment needed – pay at the property Only 2 rooms left at this price on our site
Drosia Hotel,https://www.booking.com/hotel/gr/hoteldrosia.en-gb.html,€ 42,Scored 8.4 8.4 Very good 221 reviews,Double or Twin Room Beds: 1 double or 2 singles Only 7 rooms left at this price on our site
Madonna del Mare City,https://www.booking.com/hotel/gr/madonna-del-mare-city.en-gb.html,€ 97,Scored 9.9 9.9 Exceptional 27 reviews,Deluxe Double Room 1 large double bed Free cancellation Only 1 room left at this price on our site
Central City Hotel,https://www.booking.com/hotel/gr/central.en-gb.html,€ 68,Scored 9.2 9.2 Superb 777 reviews,Standard Double or Twin Room 1 large double bed Free cancellation
Agapi Suites,https://www.booking.com/hotel/gr/agapi-boutique-suites.en-gb.html,€ 65,Scored 9.4 9.4 Superb 390 reviews,Junior Suite with Balcony Private suite 1 large double bed Only 1 left at this price on our site
Casa Enetiko,https://www.booking.com/hotel/gr/casa-enetiko.en-gb.html,€ 62,Scored 9.6 9.6 Exceptional 90 reviews,Deluxe Twin Room 2 single beds Only 1 room left at this price on our site
Anastasia Apartments,https://www.booking.com/hotel/gr/anastasia-apartments-chania.en-gb.html,€ 62,Scored 9.3 9.3 Superb 346 reviews,"Apartment - Split Level (2-4 Adults) Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 35 m² 3 beds (2 singles, 1 sofa bed) Free cancellation No prepayment needed – pay at the property Only 1 left at this price on our site"
Eloque Simple living space,https://www.booking.com/hotel/gr/jo-len.en-gb.html,€ 60,Scored 8.9 8.9 Fabulous 239 reviews,Studio with Balcony Entire studio • 1 bathroom • 17 m² Beds: 1 double or 2 singles Free cancellation Only 6 left at this price on our site
Porto Vecchio,https://www.booking.com/hotel/gr/porto-vecchio-rooms.en-gb.html,€ 101,Scored 9.5 9.5 Exceptional 206 reviews,Double Room with Patio 1 large double bed Only 1 room left at this price on our site
My Rooms,https://www.booking.com/hotel/gr/my-rooms.en-gb.html,€ 84,Scored 9.4 9.4 Superb 348 reviews,Standard Queen Room 1 double bed Breakfast included Free cancellation Only 2 rooms left at this price on our site
"D PALM Premium Living - Kalathas, Chania",https://www.booking.com/hotel/gr/d-palm-premium-living.en-gb.html,€ 176,Scored 9.4 9.4 Superb 55 reviews,Dream Tree Suite Entire holiday home • 1 bedroom • 1 living room • 1 bathroom • 20 m² 1 large double bed Free cancellation Only 1 left at this price on our site
Shalom Luxury Rooms Kondilaki,https://www.booking.com/hotel/gr/shalom-luxury-rooms.en-gb.html,€ 70,Scored 9.4 9.4 Superb 279 reviews,Deluxe Double Room 1 large double bed Only 2 rooms left at this price on our site
Anna's House,https://www.booking.com/hotel/gr/anna-s-house.en-gb.html,€ 111,Scored 8.7 8.7 Fabulous 148 reviews,"Superior Room 2 beds (1 double, 1 sofa bed)"
Zeus Village Resort - Adults Only,https://www.booking.com/hotel/gr/zeus-village.en-gb.html,€ 129,Scored 9.2 9.2 Superb 265 reviews,Superior Double Room 1 double bed Breakfast included Only 5 rooms left at this price on our site
Room 25,https://www.booking.com/hotel/gr/room-25.en-gb.html,€ 52,Scored 8.8 8.8 Fabulous 397 reviews,One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 25 m² 1 large double bed Free cancellation Only 4 left at this price on our site
Pension Nora,https://www.booking.com/hotel/gr/pension-nora-khania.en-gb.html,€ 88,Scored 8.4 8.4 Very good 12 reviews,Double Room 1 double bed Free cancellation Only 5 rooms left at this price on our site
Madame Hortense Boutique Ηotel,https://www.booking.com/hotel/gr/madame-hortense.en-gb.html,€ 94,Scored 9.7 9.7 Exceptional 78 reviews,Deluxe Double Room 1 double bed Free cancellation Only 3 rooms left at this price on our site
Michael Apartments,https://www.booking.com/hotel/gr/michael-apartments-agia-marina.en-gb.html,€ 43,Scored 9.8 9.8 Exceptional 45 reviews,"Apartment with Sea View Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50 m² 3 beds (2 singles, 1 sofa bed) Only 2 left at this price on our site"
Camping Chania,https://www.booking.com/hotel/gr/camping-chania.en-gb.html,€ 36,Scored 8.4 8.4 Very good 779 reviews,"Bungalow Without W.C. Entire bungalow • 1 bedroom • 1 bathroom • 15 m² 2 beds (1 single, 1 double) Only 6 left at this price on our site"
IFIGENIA ROOMS BY MARIOS,https://www.booking.com/hotel/gr/ifigenia-rooms-by-marios.en-gb.html,€ 66,Scored 8.3 8.3 Very good 150 reviews,Economy Double Room 1 double bed Breakfast included Only 3 rooms left at this price on our site
Kumba,https://www.booking.com/hotel/gr/kumba-hostel.en-gb.html,€ 56,"Scored 8.6 8.6 Fabulous 1,559 reviews",Double Room with Private Bathroom 1 double bed Only 5 rooms left at this price on our site
Nostos Hotel,https://www.booking.com/hotel/gr/nostos-chania-crete.en-gb.html,€ 72,Scored 8.7 8.7 Fabulous 463 reviews,Single Room Entire apartment • 1 bedroom • 1 bathroom • 16 m² 1 single bed Only 1 left at this price on our site
Creta Palm Resort Hotel & Apartments,https://www.booking.com/hotel/gr/creta-palm.en-gb.html,€ 104,Scored 8.2 8.2 Very good 352 reviews,Studio Entire studio • 1 bathroom • 1 kitchen • 26 m² Beds: 1 double or 2 singles Breakfast included Free cancellation
Bouquet Luxury Rooms,https://www.booking.com/hotel/gr/bouquet-luxury-rooms.en-gb.html,€ 114,Scored 9.2 9.2 Superb 58 reviews,Deluxe King Room 1 large double bed Only 4 rooms left at this price on our site
Elia Portou Rooms,https://www.booking.com/hotel/gr/elia-portou-rooms.en-gb.html,€ 74,Scored 8.8 8.8 Fabulous 40 reviews,Standard Room 1 extra-large double bed Only 1 room left at this price on our site
Artemida Pansion Georgioupolis,https://www.booking.com/hotel/gr/myses.en-gb.html,€ 114,Scored 8.7 8.7 Fabulous 198 reviews,Double or Twin Room with Mountain View Multiple bed types Only 1 room left at this price on our site
Linear Flat - City Center - Private Parking,https://www.booking.com/hotel/gr/linear-flat.en-gb.html,€ 221,Scored 9.3 9.3 Superb 54 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120 m² 3 beds (1 sofa bed, 2 large doubles)"
AZOGIRE Resort,https://www.booking.com/hotel/gr/azogire-traditional-houses-and-restaurant-mihalis.en-gb.html,€ 93,Scored 8.6 8.6 Fabulous 53 reviews,"Double Room - Disability Access 3 beds (2 sofa beds, 1 large double) Only 1 room left at this price on our site"
Villa dimitris,https://www.booking.com/hotel/gr/villa-dimitris-kounoupitsa.en-gb.html,€ 145,Scored 9.6 9.6 Exceptional 9 reviews,Three-Bedroom Villa Entire villa • 3 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 176 m² 3 large double beds
Paralia guest house,https://www.booking.com/hotel/gr/paralia.en-gb.html,€ 47,Scored 9.3 9.3 Superb 292 reviews,Double or Twin Room Multiple bed types Only 4 rooms left at this price on our site
Proimos Maisonnettes,https://www.booking.com/hotel/gr/proimos-maisonnettes.en-gb.html,€ 87,,"Apartment with Garden View Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 26 m² 2 beds (1 sofa bed, 1 large double) Only 2 left at this price on our site"
Epavli Grace Hotel,https://www.booking.com/hotel/gr/epavli-grace.en-gb.html,€ 93,Scored 9.4 9.4 Superb 608 reviews,Standard Double or Twin Room 1 large double bed Breakfast included Only 1 room left at this price on our site
Hotel Filoxenia,https://www.booking.com/hotel/gr/filoxenia-chania.en-gb.html,€ 69,Scored 8.9 8.9 Fabulous 307 reviews,Twin Room 2 single beds Free cancellation
Nonnalena Boutique Hotel,https://www.booking.com/hotel/gr/nonnalena-boutique.en-gb.html,€ 74,Scored 8.8 8.8 Fabulous 266 reviews,Superior Double or Twin Room 2 single beds Only 1 room left at this price on our site
11City Rooms,https://www.booking.com/hotel/gr/11city.en-gb.html,€ 69,Scored 9.2 9.2 Superb 338 reviews,Single Room with Balcony 1 double bed Only 1 room left at this price on our site
Tarra,https://www.booking.com/hotel/gr/tarra.en-gb.html,€ 47,Scored 8.8 8.8 Fabulous 208 reviews,Twin Room with Mountain View 2 single beds Free cancellation No prepayment needed – pay at the property Only 2 rooms left at this price on our site
Bozzali Deluxe Hotel,https://www.booking.com/hotel/gr/bozzali.en-gb.html,€ 73,Scored 8.7 8.7 Fabulous 409 reviews,Double Room 1 double bed Free cancellation Only 3 rooms left at this price on our site
JW Marriott Crete Resort & Spa,https://www.booking.com/hotel/gr/jw-marriott-crete-resort-spa.en-gb.html,€ 285,Scored 9.6 9.6 Exceptional 33 reviews,"Deluxe Guest room, 1 King, Sea view, Balcony 1 extra-large double bed Breakfast included Only 5 rooms left at this price on our site"
Eleonora,https://www.booking.com/hotel/gr/eleonora.en-gb.html,€ 65,Scored 8.6 8.6 Fabulous 575 reviews,"Studio with Balcony (3 Adults) Entire studio • 1 bathroom • 35 m² 2 beds (1 single, 1 large double) Free cancellation No prepayment needed – pay at the property Only 1 left at this price on our site"
Kumba At Koum Kapi,https://www.booking.com/hotel/gr/argo-beach.en-gb.html,€ 69,"Scored 8.2 8.2 Very good 1,453 reviews",Budget Double Room 1 double bed Only 1 room left at this price on our site
Dream Art Studios,https://www.booking.com/hotel/gr/dream-art-studios.en-gb.html,€ 87,Scored 9.0 9.0 Superb 255 reviews,Standard Studio A1 Entire studio • 1 bathroom • 25 m² 1 large double bed Free cancellation Only 1 left at this price on our site
Ifigenia Traditional Rooms & Maisonettes,https://www.booking.com/hotel/gr/ifigenia-studio.en-gb.html,€ 72,Scored 8.8 8.8 Fabulous 353 reviews,Double Room 1 double bed Breakfast included Only 2 rooms left at this price on our site
Konstantina's studio near the beach,https://www.booking.com/hotel/gr/konstantina-s-studio-near-the-beach.en-gb.html,€ 58,Scored 9.3 9.3 Superb 101 reviews,Studio with Garden View Entire studio • 1 bathroom • 1 kitchen • 22 m² 1 double bed Free cancellation
Metropolitan Pearl Boutique Hotel,https://www.booking.com/hotel/gr/metropolitan-pearl-boutique.en-gb.html,€ 78,Scored 8.8 8.8 Fabulous 249 reviews,Deluxe Double - City View 1 large double bed
Hotel Stavris,https://www.booking.com/hotel/gr/stavris.en-gb.html,€ 45,Scored 7.7 7.7 Good 724 reviews,Double or Twin Room with City View Beds: 1 double or 2 singles Free cancellation Only 4 left at this price on our site
Fay's house,https://www.booking.com/hotel/gr/fays-house-dramia.en-gb.html,€ 96,Scored 9.3 9.3 Superb 26 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 70 m² 2 beds (1 double, 1 sofa bed) Only 1 left at this price on our site"
Aris Apartments,https://www.booking.com/hotel/gr/villa-arhontariki-1-2-apartments-aris.en-gb.html,€ 47,Scored 8.8 8.8 Fabulous 137 reviews,Twin Room 2 single beds Free cancellation No prepayment needed – pay at the property Only 2 rooms left at this price on our site
IFIGENIA TRAD.ROOMS IN OLDTOWN BY.MARIOS,https://www.booking.com/hotel/gr/ifigenia-trad-rooms-in-oldtown-by-marios.en-gb.html,€ 80,Scored 8.7 8.7 Fabulous 172 reviews,Double Room with Spa Bath 1 large double bed Breakfast included Only 1 room left at this price on our site
Stefanos Garden2,https://www.booking.com/hotel/gr/stefanos-garden-armenoi.en-gb.html,€ 38,Scored 8.8 8.8 Fabulous 15 reviews,Single Bed in Dormitory Room Bed in dormitory 1 double bed Only 2 beds left at this price on our site
Kleio Studios,https://www.booking.com/hotel/gr/kleio-studios.en-gb.html,€ 47,Scored 8.7 8.7 Fabulous 146 reviews,"Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40 m² 2 beds (1 sofa bed, 1 large double) Free cancellation Only 4 left at this price on our site"
Mare Civitas Apartments,https://www.booking.com/hotel/gr/mare-civitas-apartments-chania-town.en-gb.html,€ 70,Scored 9.0 9.0 Superb 185 reviews,Penthouse Apartment Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 40 m² 2 single beds Free cancellation Only 1 left at this price on our site
Babis & Popi Rooms and Studios,https://www.booking.com/hotel/gr/babis-amp-popi-rooms-and-studios.en-gb.html,€ 37,Scored 9.3 9.3 Superb 267 reviews,Single Room with Balcony 1 single bed Free cancellation No prepayment needed – pay at the property Only 1 room left at this price on our site
Oscar Suites & Village,https://www.booking.com/hotel/gr/oscar-suites.en-gb.html,€ 80,Scored 8.6 8.6 Fabulous 120 reviews,"Superior Studio Entire studio • 1 bathroom • 28 m² 3 beds (2 singles, 1 sofa bed) Breakfast included Only 2 left at this price on our site"
Malaxiana Houses,https://www.booking.com/hotel/gr/malaxiana-houses.en-gb.html,€ 112,Scored 8.7 8.7 Fabulous 75 reviews,"Two-Bedroom House - Split Level Entire holiday home • 2 bedrooms • 1 bathroom • 50 m² 3 beds (2 singles, 1 double) Free cancellation Only 1 left at this price on our site"
Giannoulis – Cavo Spada Luxury Sports & Leisure Resort & Spa,https://www.booking.com/hotel/gr/cavo-spada-luxury-resort-spa.en-gb.html,€ 157,Scored 8.7 8.7 Fabulous 137 reviews,"Deluxe Double Room with Garden View 3 beds (2 singles, 1 sofa bed) Breakfast included Only 4 rooms left at this price on our site"
Deluxe City Hotel,https://www.booking.com/hotel/gr/deluxe-city.en-gb.html,€ 68,Scored 8.5 8.5 Very good 555 reviews,Single Room with Balcony 1 double bed Free cancellation Only 4 rooms left at this price on our site
Deluxe Hotel,https://www.booking.com/hotel/gr/deluxe.en-gb.html,€ 74,Scored 8.9 8.9 Fabulous 252 reviews,Economy Double Room-Ground Floor 1 double bed Free cancellation Only 3 rooms left at this price on our site
Belmondo Hotel,https://www.booking.com/hotel/gr/belmondo.en-gb.html,€ 133,Scored 9.4 9.4 Superb 434 reviews,"Classic Room 3 beds (2 singles, 1 sofa bed) Breakfast included Free cancellation No prepayment needed – pay at the property Only 2 rooms left at this price on our site"
Elia Portou Due,https://www.booking.com/hotel/gr/elia-portou-residence-chania-town7.en-gb.html,€ 74,Scored 8.6 8.6 Fabulous 177 reviews,Standard Room Beds: 1 double or 2 singles Only 2 rooms left at this price on our site
Elia Dorotheou,https://www.booking.com/hotel/gr/elia-dorotheou-episkopou.en-gb.html,€ 78,Scored 8.1 8.1 Very good 126 reviews,Standard Room Beds: 1 double or 2 singles Only 4 rooms left at this price on our site
Kabanas suite 1,https://www.booking.com/hotel/gr/kabanas-suites.en-gb.html,€ 121,Scored 9.0 9.0 Superb 16 reviews,One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 65 m² 1 large double bed
Deluxe Center Suites,https://www.booking.com/hotel/gr/deluxe-center-suites.en-gb.html,€ 80,,Small Double Room 1 double bed Free cancellation Only 2 rooms left at this price on our site
Hamam Suites Portou,https://www.booking.com/hotel/gr/hamam-suites-ii.en-gb.html,€ 66,Scored 8.7 8.7 Fabulous 334 reviews,Superior Double Room 1 large double bed Free cancellation Only 1 room left at this price on our site
"Malmáki, a street view apartment",https://www.booking.com/hotel/gr/malmaki-a-street-view-apartment.en-gb.html,€ 113,Scored 9.2 9.2 Superb 48 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 35 m² 2 beds (1 double, 1 sofa bed) Breakfast included Free cancellation"
River Side,https://www.booking.com/hotel/gr/river-side-villa.en-gb.html,€ 57,Scored 8.5 8.5 Very good 515 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 40 m² 2 beds (1 double, 1 bunk bed) Breakfast included Only 4 left at this price on our site"
Luxury apartment Reverie,https://www.booking.com/hotel/gr/villa-reverie.en-gb.html,€ 109,Scored 9.8 9.8 Exceptional 12 reviews,"Villa Entire villa • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 78 m² 4 beds (2 singles, 1 extra-large double, 1 sofa bed)"
Hotel Lefka Ori - City Rooms,https://www.booking.com/hotel/gr/lefka-ori.en-gb.html,€ 77,Scored 8.4 8.4 Very good 359 reviews,Double or Twin Room Beds: 1 double or 2 singles Free cancellation
Eleana Nature & Art,https://www.booking.com/hotel/gr/eleana-apartments-hora-sfakion.en-gb.html,€ 74,Scored 9.5 9.5 Exceptional 647 reviews,Deluxe Double Room with Side Sea View 1 large double bed Free cancellation Only 1 room left at this price on our site
Fougaro Apartments,https://www.booking.com/hotel/gr/fougaro-apartments.en-gb.html,€ 65,Scored 8.8 8.8 Fabulous 142 reviews,"Studio with Sea View Entire studio • 1 bathroom • 1 kitchen • 33 m² 2 beds (1 sofa bed, 1 large double) Free cancellation Only 2 left at this price on our site"
Elia Palazzo Hotel,https://www.booking.com/hotel/gr/palazzo-old-town-chania.en-gb.html,€ 101,Scored 9.0 9.0 Superb 303 reviews,Standard Double or Twin Room Multiple bed types Breakfast included Only 1 room left at this price on our site
Pinelopi Beach Suites,https://www.booking.com/hotel/gr/pinelopi-beach-suites.en-gb.html,€ 71,Scored 9.1 9.1 Superb 294 reviews,"Junior Suite - Ground Level 2 beds (1 double, 1 sofa bed) Only 1 room left at this price on our site"
Ilona Apartments Chania,https://www.booking.com/hotel/gr/ilona-apartments.en-gb.html,€ 54,Scored 8.5 8.5 Very good 183 reviews,Economy Studio - Ground Floor (2 Adults) Entire studio • 1 bathroom • 18 m² Beds: 1 double or 2 singles Only 1 left at this price on our site
The Prickly Pear Apartment,https://www.booking.com/hotel/gr/the-prickly-pear-apartment.en-gb.html,€ 138,Scored 9.6 9.6 Exceptional 39 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50 m² 2 beds (1 sofa bed, 1 large double) Free cancellation"
Blue Sky,https://www.booking.com/hotel/gr/blue-sky-frangokastello.en-gb.html,€ 76,Scored 8.7 8.7 Fabulous 130 reviews,"Double Room with Terrace 2 beds (1 extra-large double, 1 sofa bed) Only 2 rooms left at this price on our site"
Sunlight Beach Hotel,https://www.booking.com/hotel/gr/sun-light.en-gb.html,€ 57,Scored 8.7 8.7 Fabulous 344 reviews,"Comfort Quadruple Room 3 beds (2 singles, 1 sofa bed) Free cancellation Only 2 rooms left at this price on our site"
Villas Michalis,https://www.booking.com/hotel/gr/villas-michalis.en-gb.html,€ 102,Scored 9.3 9.3 Superb 329 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 55 m² 4 beds (2 singles, 1 extra-large double, 1 sofa bed) Only 3 left at this price on our site"
Parthenon Hotel,https://www.booking.com/hotel/gr/parthenon-souda-chania.en-gb.html,€ 55,Scored 8.2 8.2 Very good 507 reviews,Twin Room Beds: 1 double or 2 singles Free cancellation Only 1 room left at this price on our site
Hello Village Chania,https://www.booking.com/hotel/gr/hello-village-chania.en-gb.html,€ 92,Scored 10 10 Exceptional 79 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 50 m² 2 beds (1 double, 1 sofa bed) Only 2 left at this price on our site"
Petres old village house,https://www.booking.com/hotel/gr/petres-agios-ioannes-sphakia.en-gb.html,€ 60,Scored 8.3 8.3 Very good 44 reviews,Double Room with Private Bathroom 1 large double bed Only 1 room left at this price on our site
Danaos Hotel,https://www.booking.com/hotel/gr/danaos.en-gb.html,€ 70,Scored 8.8 8.8 Fabulous 793 reviews,Twin Room with City View 2 single beds
Selected Suites,https://www.booking.com/hotel/gr/selected-suites.en-gb.html,€ 72,Scored 9.8 9.8 Exceptional 207 reviews,Ground Floor Suite with Private Steam Room and Private Yard Private suite 1 large double bed
Castell Hotel,https://www.booking.com/hotel/gr/castell-hotel.en-gb.html,€ 57,Scored 9.6 9.6 Exceptional 493 reviews,Standard Double Room 2 single beds Free cancellation No prepayment needed – pay at the property Only 1 room left at this price on our site
Odyssey Studios,https://www.booking.com/hotel/gr/odyssey-studios.en-gb.html,€ 99,Scored 9.4 9.4 Superb 262 reviews,Apartment with Terrace and Balcony Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 20 m² 2 single beds Free cancellation Only 1 left at this price on our site
Minoos Hotel,https://www.booking.com/hotel/gr/chania-luxury-rooms.en-gb.html,€ 102,Scored 8.8 8.8 Fabulous 186 reviews,Economy Double Room without Window 1 large double bed Only 1 room left at this price on our site
Nyx Chic Manor,https://www.booking.com/hotel/gr/aisha.en-gb.html,€ 101,Scored 9.1 9.1 Superb 137 reviews,Deluxe Double Room 1 extra-large double bed Only 1 room left at this price on our site
Mythos -Old Town-Old harbour Chania,https://www.booking.com/hotel/gr/mythos-old-town-old-harbour-chania.en-gb.html,€ 77,Scored 9.5 9.5 Exceptional 18 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40 m² 2 beds (1 sofa bed, 1 large double)"
Agarathos Tradiitonal Apartments & Rooms with Pool Kaliviani -On the road to Balos,https://www.booking.com/hotel/gr/agarathos.en-gb.html,€ 42,Scored 9.1 9.1 Superb 516 reviews,Double Room 1 large double bed Only 2 rooms left at this price on our site
Traditional Tower,https://www.booking.com/hotel/gr/traditional-tower.en-gb.html,€ 615,,"Villa Entire villa • 8 bedrooms • 2 living rooms • 5 bathrooms • 500 m² 12 beds (2 singles, 4 doubles, 2 extra-large doubles, 1 bunk bed, 3 sofa beds)"
Shalom Luxury Rooms Daliani,https://www.booking.com/hotel/gr/shalom-luxury-rooms-daliani.en-gb.html,€ 70,Scored 9.4 9.4 Superb 89 reviews,Superior Double Room 1 large double bed Only 1 room left at this price on our site
il Campanile Luxury Living,https://www.booking.com/hotel/gr/il-campanile-luxury-living.en-gb.html,€ 227,Scored 9.7 9.7 Exceptional 242 reviews,"Two-Bedroom House Entire holiday home • 2 bedrooms • 1 bathroom • 1 kitchen • 72 m² 2 beds (1 extra-large double, 1 large double) Free cancellation Only 1 left at this price on our site"
Adriana Apartment,https://www.booking.com/hotel/gr/adriana-apartment.en-gb.html,€ 96,Scored 9.0 9.0 Superb 23 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 40 m² 2 beds (1 sofa bed, 1 large double) Free cancellation"
VILLA APHRODITE SOUGIA apt1,https://www.booking.com/hotel/gr/villa-aphrodite-sougia-apt1.en-gb.html,€ 83,Scored 7.0 7.0 Good 5 reviews,"Two-Bedroom Apartment Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 90 m² 3 beds (2 doubles, 1 sofa bed)"
Villa Pyramus,https://www.booking.com/hotel/gr/villa-pyramus.en-gb.html,€ 272,Scored 8.0 8.0 Very good 2 reviews,"Holiday Home Entire holiday home • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 130 m² 5 beds (2 singles, 1 sofa bed, 2 large doubles)"
Atreas’ Art Studio,https://www.booking.com/hotel/gr/atreas-art-studio-khania.en-gb.html,€ 180,Scored 9.9 9.9 Exceptional 26 reviews,"One-Bedroom Apartment Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 63 m² 3 beds (2 sofa beds, 1 large double)"
Four Seasons,https://www.booking.com/hotel/gr/four-seasons-khania.en-gb.html,€ 88,Scored 9.0 9.0 Superb 112 reviews,One-Bedroom Apartment Entire apartment • 1 bedroom • 1 bathroom • 35 m² 1 double bed Free cancellation
Koumos,https://www.booking.com/hotel/gr/koumos-khania.en-gb.html,€ 48,Scored 8.2 8.2 Very good 7 reviews,Double Room with Balcony 1 double bed Only 1 room left at this price on our site
